"post_id","date","username","likes_count","comments_count","caption","hashtags","engagement_rate"
267,2025-10-19,"fundacja_kultura_bez_barier",86,7,"Zobaczcie: Teatr, który łączy światy. #społeczność #Deaf #dostępność #sztuka","#społeczność #Deaf #dostępność #sztuka",1.03
576,2025-10-21,"swiat_gluchych",227,5,"Ważne: Zapraszamy na bezpłatne porady prawne. #prawa #Głusi #news #ngo","#prawa #Głusi #news #ngo",1.66
63,2025-10-28,"migajaca_poezja",104,12,"Ważne: Oprowadzanie w PJM po nowej wystawie. 🎨 #Deaf #Głusi #sztuka #polskijezykmigowy","#Deaf #Głusi #sztuka #polskijezykmigowy",3.87
298,2025-11-03,"migajaca_poezja",103,2,"Cześć! Kino dostępne z napisami i pętlą. #PJM #kultura #dostępność #muzeum","#PJM #kultura #dostępność #muzeum",3.5
522,2025-11-07,"iwonacichosz",982,76,"Ważne: Relacja z czerwonego dywanu. #polskijezykmigowy #społeczność #lifestyle #Głusi","#polskijezykmigowy #społeczność #lifestyle #Głusi",2.2
51,2025-11-09,"fundacja_echo",121,4,"Cześć! Wsparcie dla seniorów G/głuchych. #PJM #news #ngo #społeczność","#PJM #news #ngo #społeczność",2.78
301,2025-11-09,"muzeumslaskie",719,10,"Ważne: Kino dostępne z napisami i pętlą. #dostępność #polskijezykmigowy #teatr #sztuka","#dostępność #polskijezykmigowy #teatr #sztuka",4.05
317,2025-11-16,"migam_pl",1347,63,"Cześć! Technologia łamie bariery komunikacyjne. #startup #tech #społeczność #biznes","#startup #tech #społeczność #biznes",3.92
295,2025-11-17,"unmute_pl",477,16,"Ważne: Sztuka nie potrzebuje słów, by wzruszać. #teatr #Głusi #kultura #PJM","#teatr #Głusi #kultura #PJM",2.35
431,2025-11-20,"migam_pl",1254,97,"Zobaczcie: Nasze tłumaczki są dostępne 24/7. #tech #Głusi #aplikacja #społeczność","#tech #Głusi #aplikacja #społeczność",3.75
227,2025-11-30,"fundacja_kultura_bez_barier",370,37,"Cześć! Kino dostępne z napisami i pętlą. #społeczność #sztuka #teatr #polskijezykmigowy","#społeczność #sztuka #teatr #polskijezykmigowy",4.52
550,2025-11-30,"iwonacichosz",1534,129,"Ważne: Dziś nagrywamy nowy projekt! 🎬 #life #polskijezykmigowy #lifestyle #Głusi","#life #polskijezykmigowy #lifestyle #Głusi",3.46
446,2025-12-04,"migajaca_poezja",78,5,"Zobaczcie: Teatr, który łączy światy. #muzeum #kultura #społeczność #Głusi","#muzeum #kultura #społeczność #Głusi",2.77
370,2025-12-09,"pan_od_pjm",137,7,"Cześć! Warsztaty plastyczne dla dzieci niesłyszących. #Deaf #PJM #kultura #dostępność","#Deaf #PJM #kultura #dostępność",2.88
190,2025-12-11,"fundacja_echo",179,19,"Hej! Wywiad z Ministrem o dostępności. #ngo #news #Głusi #społeczność","#ngo #news #Głusi #społeczność",4.4
50,2025-12-25,"migajaca_poezja",93,4,"Cześć! Warsztaty plastyczne dla dzieci niesłyszących. #muzeum #Deaf #teatr #PJM","#muzeum #Deaf #teatr #PJM",3.23
516,2025-12-26,"pzg_zg",219,11,"Ważne: Walczymy o ustawę o języku migowym! 📜 #Głusi #news #prawa #PJM","#Głusi #news #prawa #PJM",3.07
502,2025-12-27,"pan_od_pjm",239,10,"Zobaczcie: Warsztaty plastyczne dla dzieci niesłyszących. #PJM #Głusi #muzeum #dostępność","#PJM #Głusi #muzeum #dostępność",4.98
357,2025-12-29,"muzeumslaskie",482,43,"Cześć! Oprowadzanie w PJM po nowej wystawie. 🎨 #Głusi #muzeum #PJM #Deaf","#Głusi #muzeum #PJM #Deaf",2.92
3,2025-12-30,"swiat_gluchych",420,60,"Ważne: Zapraszamy na bezpłatne porady prawne. #PJM #społeczność #prawa #ngo","#PJM #społeczność #prawa #ngo",3.43
532,2025-12-30,"fundacja_kultura_bez_barier",210,12,"Cześć! Sztuka nie potrzebuje słów, by wzruszać. #teatr #kultura #PJM #polskijezykmigowy","#teatr #kultura #PJM #polskijezykmigowy",2.47
239,2026-01-03,"iwonacichosz",1200,102,"Zobaczcie: Macierzyństwo bez słów jest piękne. #actress #Głusi #Deaf #polskijezykmigowy","#actress #Głusi #Deaf #polskijezykmigowy",2.71
548,2026-01-11,"pzg_zg",186,7,"Zobaczcie: Ważne zmiany w przepisach dla osób z niepełnosprawnością. #PJM #społeczność #Głusi #Deaf","#PJM #społeczność #Głusi #Deaf",2.57
514,2026-01-12,"iwonacichosz",1370,63,"Zobaczcie: Bycie Głuchą to moja supermoc. #life #actress #PJM #polskijezykmigowy","#life #actress #PJM #polskijezykmigowy",2.99
